@relation 'train_Egokituta-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.instance.Randomize-S1-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.attribute.Reorder-R2-last,1'

@attribute etiqueta {DESC,ENTY,ABBR,HUM,NUM,LOC}
@attribute text string

@data
HUM,'What journalist can be found in and around Walden Puddle '
HUM,'Who founded the first aerodynamics laboratory in 1912 '
HUM,'What people make up half the Soviet Union s population '
HUM,'Who was Charles Lindbergh s wife '
NUM,'How far can you see '
NUM,'What s the first day of the week '
DESC,'What should you do for an ankle sprain '
NUM,'How many astronauts have been on the moon '
NUM,'When were the Olympic Games in which Nadia Comaneci became popular played '
NUM,'How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska s north coast '
ENTY,'What is the most popular sports car color '
HUM,'What is the name of Miss India 1994 '
LOC,'Where can I find detailed information about Manchukuo '
DESC,'What is the origin of the word  mind  '
ENTY,'What kind of animals are Dorsets '
HUM,'Who sings the themes for  Dawson s Creek  and  Felicity  '
ENTY,'What war did the Wanna-Go-Home Riots occur after '
HUM,'What corporation does Madonna advertise for '
ABBR,'What is SAP '
ENTY,'What is  the great American family cereal  '
HUM,'What writer is famous for physically putting himself into the center of his subject matter '
DESC,'What is the origin of  jiggy  as in getting jiggy with it '
DESC,'What do you know about multicultural and multilingual schools '
HUM,'Who is Coronado '
LOC,'What is the web address at which I can find the e-mail address of a member of the US House of Representatives '
HUM,'Who loved Flash Gordon besides Dale '
LOC,'What s the largest U.S. city on the Great Lakes '
NUM,'What fraction of a beaver s life is spent swimming '
LOC,'What two countries are linked by the Brenner Pass '
NUM,'When did Nixon visit China '
ENTY,'Stuart Hamblen is considered to be the first singing cowboy of what '
ENTY,'What is a fear of fish '
HUM,'What Mormon leader was said to have had 27 wives '
HUM,'Who was the lawyer for Randy Steven Craft '
DESC,'How do I get my LAN card activated so that it can hook up to another computer without using a HUB '
NUM,'In what year did Thatcher gain power '
ENTY,'What first-aid product  Helps the hurt stop hurting  '
ENTY,'What line of luggage is named after a famous American flier '
LOC,'Where can I find the lyrics for the song  Getting Married Today  from the musical  Company  '
ENTY,'What  melts in your mouth '
LOC,'What country claimed Rubens '
ENTY,'What was the distinguishing mark on the  Little Rascals  dog '
LOC,'Where do people mountain climb in Nepal '
LOC,'What is California s capital '
NUM,'How tall is the Matterhorn '
DESC,'What is the definition of cosmology '
HUM,'Who was the captain of the tanker '
LOC,'What is the name of the city that Maurizio Pellegrin lives in '
DESC,'Why is Microsoft s Windows 3 such a successful computer program '
DESC,'What is splatterpunk '
ENTY,'What are the four elements '
HUM,'What English queen had six fingers on one hand '
ENTY,'What developed a crack in 1835 while tolling the death of U.S. Chief Justice John Marshall '
NUM,'What is the student population at the University of Massachusetts in Amherst '
HUM,'What piano company claims its product is the  Instrument of the immortals  '
ENTY,'What blew up at Lakehurst '
HUM,'What culture developed the idea of potlatch '
HUM,'What was the name of the director of the movie  Jaws  '
HUM,'What were Babe Ruth s Christian names '
HUM,'Name the child left on a doorstep at the beginning of Gasoline Alley .'
DESC,'Why do people get goosebumps when they have something emotional happen to them '
ENTY,'What non-mechanical sport achieves the highest speeds '
NUM,'When is the site www.questions.com going to open '
ENTY,'What is the full classification of a lady bug '
LOC,'Where is the Kalahari desert '
HUM,'What heavyweight boxer was known as The Wild Bull of the Pampas '
NUM,'How far do you have to run if you hit a home run '
NUM,'How far is it from Phoenix to Blythe '
DESC,'How do companies cut paper so thin '
ENTY,'What color of dry wine should be served with veal roasts and chops '
DESC,'What was the infamous feat of Germany s U-2 submarine '
DESC,'How do you do a topic outline '
NUM,'How much time does the blinking of an eye take '
ENTY,'What drink is made up of rum '
HUM,'What is the oldest profession '
HUM,'What company s trademark was His Master s Voice '
NUM,'What is the speed of the Mississippi River '
ENTY,'What gaming devices were dubbed  Mississippi marbles  and  Memphis dominoes  '
HUM,'Who was the first coach of the Cleveland Browns '
NUM,'When was the women s suffrage amendment ratified '
NUM,'How much does a poodle weigh '
HUM,'Who gave us the  Rolling Writer  '
DESC,'What happened in the Long March '
NUM,'Boxing Day is celebrated on what date '
ENTY,'What delicacy is known indelicately as pickled roe '
LOC,'What countries does the Mont Blanc Tunnel join '
ENTY,'Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 '
HUM,'What baseball team owner and sailor is known as The Mouth of the South '
LOC,'What countries have the most auto thefts '
HUM,'Who is Robin Williams '
LOC,'What s the only East european country not tied to the ruble '
HUM,'Who was the girl in Peter Sellers s soup '
DESC,'How do wasps make their nests '
DESC,'What is swap math '
NUM,'How many names are there for Eskimo people '
DESC,'What do pointed letters mean to a handwriting analyst '
DESC,'What can I do to get into an Ivy League school '
NUM,'In what year was the cannon invented '
HUM,'Who is Nicolo Paganini '
LOC,'What country is the biggest producer of tungsten '
ENTY,'What was the first video ever made '
ENTY,'What beer s name is translated as  lion brew  '
HUM,'What little boy and dog live in a shoe '
ENTY,'Which condiment was once sold as a patent medicine '
DESC,'What effects do nitrates have on the environment '
LOC,'What is the address for the main government office in Rome '
LOC,'What Mediterranean island is home to the first Club Med '
DESC,'What is barnstorming '
DESC,'What is the Bernoulli Principle '
ENTY,'What card suit originally represented the peasant class '
DESC,'How does Zatanna perform her magic in DC comics '
NUM,'When was the first practical commercial typewriter marketed '
ENTY,'In what movie is the number nine found in the title '
HUM,'What architect originated the glass house designed the Chicago Federal Center had a philosophy of  less is more '
NUM,'What is the most number of goals scored by a single team in an NHL hockey game '
DESC,'What causes panic attacks '
ENTY,'What do you call a Poker hand with five cards of the same suit '
NUM,'When was the Congress of Vienna '
LOC,'What is the longest river in the United States '
HUM,'Who are the Challengers of the Unknown '
NUM,'How many months does it take the moon to revolve around the Earth '
ENTY,'What s the international radio code word for the letter F '
ENTY,'Winnie the Pooh is what kind of animal '
ABBR,'What does  PSI  stand for '
DESC,'How do I find a snowboarding website '
DESC,'What are the  Star Wars  satellites '
ENTY,'What do Hasidic Jews refrain from while dating '
LOC,'What province is Edmonton located in '
ABBR,'What does e.g. stand for '
DESC,'What are Cobol '
DESC,'How do I find out the exact time of a sunset for a particular day '
DESC,'Why do we have to go to school '
DESC,'What is a cullion '
HUM,'Whose special bear s creator was born on January 18 '
DESC,'What do the number 1 '
DESC,'What is the origin of a.m. and p.m. '
DESC,'What is the secret of the universe '
DESC,'Why was Henry Ford s first automobile calleda Model T & his second type of automobile '
LOC,'What island group contains Jersey '
ENTY,'What is the biggest  thing  humans have made '
DESC,'What is recruitment interview technique '
ENTY,'What s the name of the Tampa newspaper '
LOC,'Which country did Hitler rule '
HUM,'What s Mrs. Bridges s job on TV s Upstairs '
NUM,'How many soldiers were involved in the last Panama invasion by the United States of America '
NUM,'How many times does the tide ebb and flow each day '
LOC,'Name a civil war battlefield .'
HUM,'Who patented the first phonograph '
HUM,'Who was the first black performer to have his own network TV show '
DESC,'What does  Semper Fidelis  mean '
ENTY,'What 2 statues did France give to other countries '
DESC,'What is the origin of the word '
LOC,'Where was Tesla born '
ENTY,'What product on the market is good for hiding facial scars '
ENTY,'What three colors are on the French flag '
LOC,'Where is the highest point in Japan '
LOC,'What lake is Sheboygan on '
ENTY,'What are the top 5 fiction books of all time '
DESC,'What is  bloodhound  '
NUM,'How many emperors were there in the Roman Empire '
HUM,'Who does Shakespeare s Antonio borrow 3 '
HUM,'Name the two youngsters saved by the animated Moby Dick .'
DESC,'What is the origin of the proverb  A stitch in time saves nine  '
DESC,'What is platinum '
HUM,'Silly putty was invented by whom '
LOC,'What are the four largest mountain ranges on the Asian continent '
ENTY,'Name the men s cologne that is associated with the sea .'
NUM,'How many hearts does an octopus have '
DESC,'How does General Mills manufacture Cheerios '
ENTY,'What s the common name for a Japanese dwarf tree '
LOC,'What s the world s largest cathedral '
LOC,'What is the nickname of Pennsylvania '
ENTY,'What disease plagued Europe '
NUM,'How many people have been killed in wars '
HUM,'Name the five positions who are in the line of succession to the presidency .'
NUM,'How many colors are there in the spectrum '
NUM,'How long does it take the typical hen to lay 19 dozen eggs '
DESC,'How do I give a good massage '
NUM,'When was the first flush toilet invented '
ENTY,'What are the titles of some R-Rated Sony Playstation games '
LOC,'What continent is Bolivia on '
LOC,'What South American capital is the world s highest '
LOC,'What gate opened on East and West Berlin '
HUM,'Who were the head writers for the Smothers Brothers Comedy Hour '
DESC,'What s the motto of the Boy Scouts '
LOC,'Where does tuberculosis come from '
DESC,'What is hypertext '
NUM,'What s the population of Biloxi '
DESC,'What did FCC chairman Newton Minow declare TV to be on May 9 '
ENTY,'What line divided the North and South in the U.S. Civil War '
DESC,'Why is Rush s 2112 called 2112 '
NUM,'How old is Jeremy Piven '
NUM,'What is the horsepower of the shuttle boosters '
LOC,'Where can I buy a good snowboard for less than $200 '
NUM,'When did Thatcher become prime minister '
NUM,'How much would it cost to purchase a 2-foot-square party tent '
NUM,'What is the average age a horse lives '
ENTY,'What is the most widely cultivated plant '
LOC,'What country s northernmost city is Darwin '
NUM,'What season begins with the vernal equinox '
ENTY,'What two vessels fought the first sea battle between iron-covered ships '
NUM,'When was Ozzy Osbourne born '
ENTY,'What is a fear of shadows '
ENTY,'Name the only extant trilogy of classical Greek plays .'
HUM,'Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively '
DESC,'What does idle mean '
DESC,'How do you get a girl to have sex with you '
HUM,'Who were the  filthiest people alive  '
ENTY,'What snack food has ridges '
HUM,'What is a society ruled by elders '
ENTY,'What are some of the significant historical events of the 1990s '
NUM,'When is the Jimmy Buffett concert coming to the E center in Camden NJ '
ENTY,'Name the four stories contained in Edith Wharton s  Old New York . '
DESC,'What is the history of  the toast  '
HUM,'Who protects DC Comics  realm of dreams '
ENTY,'What did Esquire name Ash Hole of the Year for 1980 '
DESC,'Why are there no white lines on pro footballs '
ENTY,'What  little red car  is mentioned in pop singer Prince s hit song '
